4.0, 1
6.7, 1
3.8, 1
4.0, 1
6.3, 1
7.8, 1
9.5, 1
10.1, 2
11.8, 2
13.0, 2
14.7, 2
16.6, 2
18.4, 2
19.7, 2
22.8, 3
23.3, 3
24.3, 3
27.1, 3
28.0, 3
29.8, 3
34.7, 4
34.7, 4
33.0, 4
34.8, 4
37.6, 4
40.1, 0
44.7, 0
40.1, 0
39.3, 4
41.6, 0
44.6, 0
42.0, 0
40.3, 0
40.3, 0
42.8, 0
42.0, 0
